request_started_at,first_raw_event_ms,first_nonempty_text_ms,first_20_text_chars_ms,total_ms,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,retries,error,raw_events,response_chars,response_text,tool_calls,request_id,response_model,requested_service_tier,response_service_tier,azure_region,arm,provider,requested_model,azure_deployment,block_number,block_sequence,sequence_number,workload,workload_hash,request_shape_sha256,message_count,tool_count
2026-08-28T12:51:41.570586+00:00,2265.7295059980243,2266.7979979996744,2294.688017998851,2706.4385329977085,10031,10028,3,35,0,null,35,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqLXaA1qDLBNVUp9ziqyb8ZRSPvv,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,5,10,50,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:44.277185+00:00,1728.716131998226,2026.0492630004592,2028.1947529983881,2040.2528320009878,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqLYCtjIyTBc65O4M101GsRPjRLQ,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,1,41,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:46.317774+00:00,1526.2339580003754,1954.4159270008095,1957.792340999731,1968.7620270015032,10031,10028,3,40,0,null,40,100,"Dobrý deň. Potrebujem typ izby, dátum príchodu, dátum odchodu, počet izieb a vaše meno a priezvisko.",[],chatcmpl-EHqLaDQR7bBizYCm77tDR950PFGgc,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,2,42,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:48.286672+00:00,1910.998355000629,1977.4653380009113,1978.6508039978798,1984.390835998056,10031,10028,3,40,0,null,40,109,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu a odchodu, počet izieb a vaše meno a priezvisko.",[],chatcmpl-EHqLcQEnssLYtqKDt9t62jmcC20Rb,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,3,43,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:50.271142+00:00,1873.6696539999684,1929.996006001602,1933.0797959992196,1945.382571000664,10031,10028,3,29,0,null,29,71,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqLeK7vsKTWcmnfLlUphlOGg2zGu,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,4,44,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:52.216787+00:00,1817.401558997517,2208.698471000389,2209.610371999588,2214.664402999915,10031,10028,3,43,0,null,43,109,"Dobrý deň. Potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqLgTLLcNwJuB8GCGN3jDzlHS0Ei,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,5,45,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:54.431552+00:00,1663.9044680014194,1917.7970710006775,1920.2781259991752,1928.9590070002305,10031,10028,3,29,0,null,29,71,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqLiOWQHy5sSRHb8r612TCX013xQ,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,6,46,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:56.360710+00:00,1930.0189099994896,2336.4528419988346,2340.0705229978485,2371.6593329991156,10031,10028,3,39,0,null,39,116,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu vybavím priamo tu cez telefón.",[],chatcmpl-EHqLkdkV1Uq8Ip49laWieVS4Z6aFy,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,7,47,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:51:58.732734+00:00,1704.8142010025913,2115.696378001303,2124.5457280019764,2142.9878270027984,10031,10028,3,29,0,null,29,71,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqLnwuCjo6da5UoZv3Zu0qoSv1VM,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,8,48,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:00.875986+00:00,1917.3186520019954,2009.2810720016132,2010.344119000365,2018.3625610006857,10031,10028,3,26,0,null,26,74,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqLpVpQhS0akNUNTUdiVaVp9Rt5d,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,9,49,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:02.894516+00:00,1539.0396820002934,1946.4239379994979,1949.004297999636,1965.515862000757,10031,10028,3,45,0,null,45,123,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqLrjCljFq6biol2L0J8kDhZG7l1,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,5,10,50,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:04.860161+00:00,1621.004594999249,1622.3784020003222,1624.6576470002765,1831.3519000002998,10031,10028,3,48,0,null,48,143,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Pri vybavení rezervácie si môžem zapísať aj číslo, z ktorého voláte.",[],chatcmpl-EHqLtLo2GOkOoEpinvqzVkuwrjvpD,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,1,41,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:06.691909+00:00,2043.092689000332,2043.9295889991627,2045.7483050013252,2278.8867529998242,10031,10028,3,45,0,null,45,144,"Na rezerváciu potrebujem typ izby, termín ubytovania a vaše meno a priezvisko. Ak chcete rezervovať priamo u nás, vybavím to s vami telefonicky.",[],chatcmpl-EHqLw11naDz49KExPxJGWusTLAOcj,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,2,42,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:08.970970+00:00,1299.350550998497,1300.3013609995833,1303.4648850007216,1443.5645129997283,10031,10028,3,35,0,null,35,96,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu a odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqLx0wdXwRADFizdVNN1cb7vdCZG,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,3,43,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:10.414726+00:00,1697.8270319996227,1698.299039999256,1699.5151339979202,1835.304816999269,10031,10028,3,32,0,null,32,90,"Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqLzscEgzQ1KivgbsjcT4TXXcRgM,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,4,44,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:12.250207+00:00,1808.5477579988947,1809.199251998507,1810.5134799989173,1966.4965779993508,10031,10028,3,38,0,null,38,116,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu vybavím priamo tu cez telefón.",[],chatcmpl-EHqM1oDqOojVlz76E7RvuenZXUbl0,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,5,45,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:14.216865+00:00,1491.5417930023978,1501.4613269995607,1503.7535970004683,1788.7475790012104,10031,10028,3,32,0,null,32,96,"Na rezerváciu potrebujem typ izby, termín pobytu, vaše meno a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqM3krCWL9E0ztVKl9oD0qshnzrb,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,6,46,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:16.005853+00:00,1064.6967520006,1083.9536559979024,1088.07968399924,1383.1586439991952,10031,10028,3,39,0,null,39,120,"Na rezerváciu potrebujem typ izby, termín ubytovania a vaše meno a priezvisko. Rezerváciu vybavím priamo tu cez telefón.",[],chatcmpl-EHqM4B4XQ1E8QEZdNgs7XAifyO9Xz,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,7,47,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:17.389649+00:00,3436.319305001234,3436.518372000137,3437.5668030006636,3758.2165189996886,10031,10028,3,40,0,null,40,121,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqM8qhZdSAmWNjPZI9IKqwc8n48y,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,8,48,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:21.148083+00:00,1513.5367160000897,1514.5509620015218,1518.9123600030143,1578.2492100006493,10031,10028,3,35,0,null,35,96,"Dobrý deň, na rezerváciu potrebujem typ izby, dátum príchodu a odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqMAvhq1eY56V0mQwlYBUVUhU4lY,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,9,49,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:52:22.726456+00:00,824.8601490013243,841.8784810019133,844.007182000496,1125.6147060012154,10031,10028,3,34,0,null,34,97,"Na rezerváciu potrebujem typ izby, dátum príchodu a odchodu, vaše meno a číslo, z ktorého voláte.",[],chatcmpl-EHqMB2esv8bkoW5n6L0YSEiZUTeGo,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,5,10,50,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
